@RELATION BigramTest 

@ATTRIBUTE "P1[de] [grêmio]" integer 
@ATTRIBUTE "P2[de] [time]" integer 
@ATTRIBUTE "P3[de] [clube]" integer 
@ATTRIBUTE "P4[em] [brasileirão]" integer 
@ATTRIBUTE "P5[de] [brasileirão]" integer 
@ATTRIBUTE "P6[em] [jogo]" integer 
@ATTRIBUTE "P7[de] [técnico]" integer 
@ATTRIBUTE "P8[paixão] [colorar]" integer 
@ATTRIBUTE "P9[kenny=braga] [kenny.braga@diariogaucho.com.br]" integer 
@ATTRIBUTE "P10[em] [momento]" integer 
@ATTRIBUTE "P11[grupo] [de]" integer 
@ATTRIBUTE "P12[de] [gol]" integer 
@ATTRIBUTE "P13[não] [ser]" integer 
@ATTRIBUTE "P14[ser] [ser]" integer 
@ATTRIBUTE "P15[em] [libertadores]" integer 
@ATTRIBUTE "P16[ainda] [muito]" integer 
@ATTRIBUTE "P17[de] [jogo]" integer 
@ATTRIBUTE "P18[ser] [preciso]" integer 
@ATTRIBUTE "P19[em] [último]" integer 
@ATTRIBUTE "P20[de] [grupo]" integer 
@ATTRIBUTE "P21[de] [renato]" integer 
@ATTRIBUTE "P22[ser] [muito]" integer 
@ATTRIBUTE "P23[em] [ano]" integer 
@ATTRIBUTE "P24[estar] [em]" integer 
@ATTRIBUTE "P25[em] [domingo]" integer 
@ATTRIBUTE "P26[último] [rodada]" integer 
@ATTRIBUTE "P27[decisão] [de]" integer 
@ATTRIBUTE "P28[não] [ter]" integer 
@ATTRIBUTE "P29[condição] [de]" integer 
@ATTRIBUTE "P30[domingo] [em]" integer 
@ATTRIBUTE "P31[de] [futebol]" integer 
@ATTRIBUTE "P32[de] [torcedor]" integer 
@ATTRIBUTE "P33[antes] [de]" integer 
@ATTRIBUTE "P34[dever] [ser]" integer 
@ATTRIBUTE "P35[de] [adversário]" integer 
@ATTRIBUTE "P36[de] [ser]" integer 
@ATTRIBUTE "P37[de] [colorar]" integer 
@ATTRIBUTE "P38[de] [copa=do=brasil]" integer 
@ATTRIBUTE "P39[ser] [campeão]" integer 
@ATTRIBUTE "P40[em] [caxias=do=sul]" integer 
@ATTRIBUTE "P41[não] [poder]" integer 
@ATTRIBUTE "P42[de] [libertadores]" integer 
@ATTRIBUTE "P43[de] [em]" integer 
@ATTRIBUTE "P44[jogador] [de]" integer 
@ATTRIBUTE "P45[final] [de]" integer 
@ATTRIBUTE "P46[ser] [de]" integer 
@ATTRIBUTE "P47[em] [futebol]" integer 
@ATTRIBUTE "P48[de] [partida]" integer 
@ATTRIBUTE "P49[poder] [ser]" integer 
@ATTRIBUTE "P50[colocar] [em]" integer 
@ATTRIBUTE "P51[de] [ano]" integer 
@ATTRIBUTE "P52[ano] [ser]" integer 
@ATTRIBUTE "P53[ser] [matar]" integer 
@ATTRIBUTE "P54[ser] [encontrar]" integer 
@ATTRIBUTE "P55[de] [crack]" integer 
@ATTRIBUTE "P56[homem] [ser]" integer 
@ATTRIBUTE "P57[de] [crime]" integer 
@ATTRIBUTE "P58[tiro] [em]" integer 
@ATTRIBUTE "P59[de=acordo] [com]" integer 
@ATTRIBUTE "P60[ter] [ser]" integer 
@ATTRIBUTE "P61[não] [haver]" integer 
@ATTRIBUTE "P62[de] [casa]" integer 
@ATTRIBUTE "P63[de] [porto=alegre]" integer 
@ATTRIBUTE "P64[dp] [de]" integer 
@ATTRIBUTE "P65[suspeito] [de]" integer 
@ATTRIBUTE "P66[de] [droga]" integer 
@ATTRIBUTE "P67[tarde] [de]" integer 
@ATTRIBUTE "P68[em] [local]" integer 
@ATTRIBUTE "P69[em] [dia]" integer 
@ATTRIBUTE "P70[quantidade] [de]" integer 
@ATTRIBUTE "P71[matar] [com]" integer 
@ATTRIBUTE "P72[usuário] [de]" integer 
@ATTRIBUTE "P73[encontrar] [em]" integer 
@ATTRIBUTE "P74[em] [capital]" integer 
@ATTRIBUTE "P75[ser] [executar]" integer 
@ATTRIBUTE "P76[em] [porto=alegre]" integer 
@ATTRIBUTE "P77[homem] [de]" integer 
@ATTRIBUTE "P78[manhã] [de]" integer 
@ATTRIBUTE "P79[morador] [de]" integer 
@ATTRIBUTE "P80[de] [homem]" integer 
@ATTRIBUTE "P81[a] [tiro]" integer 
@ATTRIBUTE "P82[carolina=rocha] [carolina.rocha@diariogaucho.com.br]" integer 
@ATTRIBUTE "P83[de] [carro]" integer 
@ATTRIBUTE "P84[matar] [em]" integer 
@ATTRIBUTE "P85[em] [viamão]" integer 
@ATTRIBUTE "P86[crescer] [%]" integer 
@ATTRIBUTE "P87[casa] [em]" integer 
@ATTRIBUTE "P88[de] [tarde]" integer 
@ATTRIBUTE "P89[de] [polícia]" integer 
@ATTRIBUTE "P90[em] [manhã]" integer 
@ATTRIBUTE "P91[caso] [ser]" integer 
@ATTRIBUTE "P92[eduardo=torres] [eduardo.torres@diariogaucho.com.br]" integer 
@ATTRIBUTE "P93[eduardo.torres@diariogaucho.com.br] [homem]" integer 
@ATTRIBUTE "P94[tráfico] [em]" integer 
@ATTRIBUTE "P95[de] [tráfico]" integer 
@ATTRIBUTE "P96[casa] [de]" integer 
@ATTRIBUTE "P97[a] [categoria]" integer 
@ATTRIBUTE "P98[diáriogaúcho] [com.br]" integer 
@ATTRIBUTE "P99[@] [diáriogaúcho]" integer 
@ATTRIBUTE "P100[postar] [por]" integer 
@ATTRIBUTE "P101[depois] [de]" integer 
@ATTRIBUTE "P102[de] [lixo]" integer 
@ATTRIBUTE "P103[ser] [fazer]" integer 
@ATTRIBUTE "P104[dona] [de]" integer 
@ATTRIBUTE "P105[de] [rua]" integer 
@ATTRIBUTE "P106[katysuki=rossini] [a]" integer 
@ATTRIBUTE "P107[falta] [de]" integer 
@ATTRIBUTE "P108[por] [katysuki=rossini]" integer 
@ATTRIBUTE "P109[de] [obra]" integer 
@ATTRIBUTE "P110[de] [via]" integer 
@ATTRIBUTE "P111[há] [ano]" integer 
@ATTRIBUTE "P112[de] [esgoto]" integer 
@ATTRIBUTE "P113[em] [alvorada]" integer 
@ATTRIBUTE "P114[em] [casa]" integer 
@ATTRIBUTE "P115[de] [rede]" integer 
@ATTRIBUTE "P116[morar] [em]" integer 
@ATTRIBUTE "P117[prefeitura] [de]" integer 
@ATTRIBUTE "P118[ser] [realizar]" integer 
@ATTRIBUTE "P119[para] [fazer]" integer 
@ATTRIBUTE "P120[canalização] [de]" integer 
@ATTRIBUTE "P121[dia] [de]" integer 
@ATTRIBUTE "P122[já] [ser]" integer 
@ATTRIBUTE "P123[de] [bloco]" integer 
@ATTRIBUTE "P124[em] [rua]" integer 
@ATTRIBUTE "P125[rede] [de]" integer 
@ATTRIBUTE "P126[em=frente] [a]" integer 
@ATTRIBUTE "P127[de] [demhab]" integer 
@ATTRIBUTE "P128[de] [concreto]" integer 
@ATTRIBUTE "P129[parte] [de]" integer 
@ATTRIBUTE "P130[de] [saúde]" integer 
@ATTRIBUTE "P131[r] [r]" integer 
@ATTRIBUTE "P132[r] [inscrição]" integer 
@ATTRIBUTE "P133[de] [r]" integer 
@ATTRIBUTE "P134[cÁren] [cecília]" integer 
@ATTRIBUTE "P135[por] [cÁren]" integer 
@ATTRIBUTE "P136[cecília] [baldocaren.baldo@diariogaucho.com.br]" integer 
@ATTRIBUTE "P137[alto] [salário]" integer 
@ATTRIBUTE "P138[de] [novembro]" integer 
@ATTRIBUTE "P139[prazo] [de]" integer 
@ATTRIBUTE "P140[baldocaren.baldo@diariogaucho.com.br] [categoria]" integer 
@ATTRIBUTE "P141[entre] [r]" integer 
@ATTRIBUTE "P142[de] [dezembro]" integer 
@ATTRIBUTE "P143[r] [prazo]" integer 
@ATTRIBUTE "P144[de] [trabalho]" integer 
@ATTRIBUTE "P145[de] [a]" integer 
@ATTRIBUTE "P146[categoria] [vaga]" integer 
@ATTRIBUTE "P147[operador] [de]" integer 
@ATTRIBUTE "P148[em] [saúde]" integer 
@ATTRIBUTE "P149[professor] [de]" integer 
@ATTRIBUTE "P150[salário] [de]" integer 
@ATTRIBUTE "P151[cargo] [vaga]" integer 
@ATTRIBUTE "P152[informação] [postar]" integer 
@ATTRIBUTE "P153[novembro] [taxa]" integer 
@ATTRIBUTE "P154[inscrição] [para]" integer 
@ATTRIBUTE "P155[taxa] [entre]" integer 
@ATTRIBUTE "P156[técnico] [de]" integer 
@ATTRIBUTE "P157[dezembro] [taxa]" integer 
@ATTRIBUTE "P158[ensino] [médio]" integer 
@ATTRIBUTE "P159[em] [área]" integer 
@ATTRIBUTE "P160[salário] [entre]" integer 
@ATTRIBUTE "P161[dever] [ter]" integer 
@ATTRIBUTE "P162[até] [dia]" integer 
@ATTRIBUTE "P163[analista] [de]" integer 
@ATTRIBUTE "P164[auxiliar] [de]" integer 
@ATTRIBUTE "P165[municipal] [de]" integer 
@ATTRIBUTE "P166[técnico] [em]" integer 
@ATTRIBUTE "P167[estar] [cursar]" integer 
@ATTRIBUTE "P168[taxa] [r]" integer 
@ATTRIBUTE "P169[idade] [ano]" integer 
@ATTRIBUTE "P170[fundamental] [médio]" integer 
@ATTRIBUTE "P171[para] [participar]" integer 
@ATTRIBUTE class {esportes,policia,problema,trabalhador} 

@DATA
0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,esportes
1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,esportes
1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,esportes
0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,esportes
0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,esportes
1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,esportes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,problema
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,problema
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,problema
